title,creator,date,description,subject,location,latitude,longitude,source,objectid,type,format,language,rights,rightsstatement,reference_url,filename
Bender Kalesi Gezisi,Digital Ottoman Studies,2013-04-17,Bender Kalesi Gezisi,Gezi;Portre;Kişiler;Kahraman Şakul,"Moldova,Bender",46.83734099,29.48735492,Kahraman Şakul Twitter Hesabı,mg-375,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354420348542980,,https://digitalottomans.github.io/demo/item.html?id=375,mg-375.jpg
Bender Kalesi Gezisi,Digital Ottoman Studies,2013-04-17,Bender Kalesi Gezisi,Gezi;Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Moldova,Bender",46.83734099,29.48735492,Kahraman Şakul Twitter Hesabı,mg-376,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354420348542980,,https://digitalottomans.github.io/demo/item.html?id=376,mg-376.jpg
Bender Kalesi Gezisi,Digital Ottoman Studies,2013-04-17,Bender Kalesi Gezisi,Gezi;Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul;Hüseyin Ergani,"Moldova,Bender",46.83734099,29.48735492,Kahraman Şakul Twitter Hesabı,mg-377,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354420348542980,,https://digitalottomans.github.io/demo/item.html?id=377,mg-377.jpg
Mehmet Genç ile Hülya Canbakal,Digital Ottoman Studies,2013,Mehmet Genç ile Hülya Canbakal,Kişiler;Hülya Canbakal;Kahraman Şakul,Ankara;ODTÜ,39.88948771,32.77993251,Kahraman Şakul Twitter Hesabı,mg-378,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354487075778560,,https://digitalottomans.github.io/demo/item.html?id=378,mg-378.jpg
Mehmet Genç meslekdaşlarıyla,Digital Ottoman Studies,2013,Mehmet Genç meslekdaşlarıyla,Kişiler;Hülya Canbakal;Kahraman Şakul;Erol Özvar;Rhoads Murphey,Ankara;ODTÜ,39.88948771,32.77993251,Kahraman Şakul Twitter Hesabı,mg-379,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354487075778560,,https://digitalottomans.github.io/demo/item.html?id=379,mg-379.jpg
Mehmet Genç ile Mehmet Öz,Digital Ottoman Studies,2013,Mehmet Genç ile Mehmet Öz,Kişiler;Mehmet Öz;Kahraman Şakul,Ankara;ODTÜ,39.88948771,32.77993251,Kahraman Şakul Twitter Hesabı,mg-380,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354495082704897,,https://digitalottomans.github.io/demo/item.html?id=380,mg-380.jpg
ODTÜ Osmanlı Ekonomi Tarihi Çalıştayı,Digital Ottoman Studies,2013,ODTÜ Osmanlı Ekonomi Tarihi Çalıştayı,Çalıştay;Kişiler;Erol Özvar;Emrah Sefa Gürkan;Polat Safi;Kahraman Şakul;Fikret Yılmaz;ODTÜ,Ankara;ODTÜ,39.88948771,32.77993251,Kahraman Şakul Twitter Hesabı,mg-381,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354478611668998,,https://digitalottomans.github.io/demo/item.html?id=381,mg-381.jpg
İstanbul Şehir Üniversitesi 17. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2012,İstanbul Şehir Üniversitesi  17. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Fikret Yılmaz;Kahraman Şakul;17.yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-382,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354432763719681,,https://digitalottomans.github.io/demo/item.html?id=382,mg-382.jpg
İstanbul Şehir Üniversitesi 17. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2012,İstanbul Şehir Üniversitesi  17. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Fikret Yılmaz;Kahraman Şakul;17.yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-383,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354432763719681,,https://digitalottomans.github.io/demo/item.html?id=383,mg-383.jpg
İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2013,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Nuran Tezcan;Engin Deniz Akarlı;Suraiya Faroqhi;Kahraman Şakul;18.yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-384,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354457422004235,,https://digitalottomans.github.io/demo/item.html?id=384,mg-384.jpg
İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2013,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Engin Deniz Akarlı;Berat Açıl;Kahraman Şakul;18.yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-385,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354457422004235,,https://digitalottomans.github.io/demo/item.html?id=385,mg-385.jpg
İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2013,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Nuran Tezcan;18.yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-386,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354457422004235,,https://digitalottomans.github.io/demo/item.html?id=386,mg-386.jpg
İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2013,İstanbul Şehir Üniversitesi  18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Hatice Aynur;Yunus Uğur;Yavuz Sezer;Suraiya Faroqhi;Kahraman Şakul;18.yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-387,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354466641084424,,https://digitalottomans.github.io/demo/item.html?id=387,mg-387.jpg
İstanbul Şehir Üniversitesi 17. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2012,İstanbul Şehir Üniversitesi  17. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Cemal Kafadar;Oktay Özel;Kahraman Şakul;17.yy;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-388,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354440846155783,,https://digitalottomans.github.io/demo/item.html?id=388,mg-388.jpg
İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Digital Ottoman Studies,2013,İstanbul Şehir Üniversitesi  18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Kahraman Şakul;İsmail Hakkı Kadı;Hacer Topaktaş;18.yy;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,Kahraman Şakul Twitter Hesabı,mg-389,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354448681119745,,https://digitalottomans.github.io/demo/item.html?id=389,mg-389.jpg
TVNET Makam Arabası Programı,Digital Ottoman Studies,2013,TVNET Makam Arabası Programı,TV Programı;Kişiler;İbrahim Paşalı,İstanbul ,,,TVNET,mg-390,Video,video/mp4,,https://www.youtube.com/watch?v=BIZ1PrZwqpk&amp;t=9s,,https://digitalottomans.github.io/demo/item.html?id=390,mg-390.mp4
